Pitch #,Inning,Half,Pitching Team,Pitcher #,Pitcher,Batting Team,Batter,Pitch Code,Pitch Type,Count Before,Count After,Recorded At
238,8,bottom,away,44,Austin Warren,home,Nathan Lukes,B,Ball,"=""3-1""","=""4-1""",2026-06-30T01:11:55.933Z
239,8,bottom,away,44,Austin Warren,home,Vladimir Guerrero Jr.,B,Ball,"=""0-0""","=""1-0""",2026-06-30T01:12:37.780Z
240,8,bottom,away,44,Austin Warren,home,Vladimir Guerrero Jr.,C,Called Strike,"=""1-0""","=""1-1""",2026-06-30T01:12:47.820Z
241,8,bottom,away,44,Austin Warren,home,Vladimir Guerrero Jr.,B,Ball,"=""1-1""","=""2-1""",2026-06-30T01:13:05.737Z
242,8,bottom,away,44,Austin Warren,home,Vladimir Guerrero Jr.,C,Called Strike,"=""2-1""","=""2-2""",2026-06-30T01:13:47.846Z
243,8,bottom,away,44,Austin Warren,home,Vladimir Guerrero Jr.,IP,In Play,"=""2-2""","=""2-2""",2026-06-30T01:14:11.572Z
244,8,bottom,away,56,Joey Gerber,home,Kazuma Okamoto,C,Called Strike,"=""0-0""","=""0-1""",2026-06-30T01:17:44.357Z
245,8,bottom,away,56,Joey Gerber,home,Kazuma Okamoto,SW,Swinging Strike,"=""0-1""","=""0-2""",2026-06-30T01:17:46.954Z
246,8,bottom,away,56,Joey Gerber,home,Kazuma Okamoto,B,Ball,"=""0-2""","=""1-2""",2026-06-30T01:18:06.518Z
247,8,bottom,away,56,Joey Gerber,home,Kazuma Okamoto,C,Called Strike,"=""1-2""","=""1-3""",2026-06-30T01:18:17.937Z
248,8,bottom,away,56,Joey Gerber,home,Ernie Clement,C,Called Strike,"=""0-0""","=""0-1""",2026-06-30T01:18:52.453Z
249,8,bottom,away,56,Joey Gerber,home,Ernie Clement,IP,In Play,"=""0-1""","=""0-1""",2026-06-30T01:19:06.607Z
250,8,bottom,away,56,Joey Gerber,home,Brandon Valenzuela,C,Called Strike,"=""0-0""","=""0-1""",2026-06-30T01:19:48.924Z
251,8,bottom,away,56,Joey Gerber,home,Brandon Valenzuela,F,Foul,"=""0-1""","=""0-2""",2026-06-30T01:20:08.939Z
252,8,bottom,away,56,Joey Gerber,home,Brandon Valenzuela,SW,Swinging Strike,"=""0-2""","=""0-3""",2026-06-30T01:20:34.945Z
253,9,top,home,68,Mason Fluharty,away,Francisco Lindor,B,Ball,"=""0-0""","=""1-0""",2026-06-30T01:23:06.252Z
255,9,top,home,68,Mason Fluharty,away,Francisco Lindor,C,Called Strike,"=""1-0""","=""1-1""",2026-06-30T01:23:30.117Z
256,9,top,home,68,Mason Fluharty,away,Francisco Lindor,B,Ball,"=""1-1""","=""2-1""",2026-06-30T01:23:39.298Z
257,9,top,home,68,Mason Fluharty,away,Francisco Lindor,B,Ball,"=""2-1""","=""3-1""",2026-06-30T01:23:55.112Z
258,9,top,home,68,Mason Fluharty,away,Francisco Lindor,C,Called Strike,"=""3-1""","=""3-2""",2026-06-30T01:24:09.415Z
259,9,top,home,68,Mason Fluharty,away,Francisco Lindor,F,Foul,"=""3-2""","=""3-2""",2026-06-30T01:24:24.402Z
260,9,top,home,68,Mason Fluharty,away,Francisco Lindor,IP,In Play,"=""3-2""","=""3-2""",2026-06-30T01:24:41.086Z
261,9,top,home,68,Mason Fluharty,away,Jared Young,C,Called Strike,"=""0-0""","=""0-1""",2026-06-30T01:25:16.239Z
262,9,top,home,68,Mason Fluharty,away,Jared Young,IP,In Play,"=""0-1""","=""0-1""",2026-06-30T01:25:26.803Z
265,9,top,home,77,Louis Varland,away,A.J. Ewing,B,Ball,"=""0-0""","=""1-0""",2026-06-30T01:27:00.041Z
266,9,top,home,77,Louis Varland,away,A.J. Ewing,B,Ball,"=""1-0""","=""2-0""",2026-06-30T01:27:00.267Z
267,9,top,home,77,Louis Varland,away,A.J. Ewing,B,Ball,"=""2-0""","=""3-0""",2026-06-30T01:27:06.131Z
268,9,top,home,77,Louis Varland,away,A.J. Ewing,C,Called Strike,"=""3-0""","=""3-1""",2026-06-30T01:27:25.753Z
269,9,top,home,77,Louis Varland,away,A.J. Ewing,C,Called Strike,"=""3-1""","=""3-2""",2026-06-30T01:27:49.200Z
270,9,top,home,77,Louis Varland,away,A.J. Ewing,B,Ball,"=""3-2""","=""4-2""",2026-06-30T01:28:20.879Z
271,9,top,home,77,Louis Varland,away,Mark Vientos,B,Ball,"=""0-0""","=""1-0""",2026-06-30T01:29:47.154Z
272,9,top,home,77,Louis Varland,away,Mark Vientos,C,Called Strike,"=""1-0""","=""1-1""",2026-06-30T01:30:01.723Z
273,9,top,home,77,Louis Varland,away,Mark Vientos,F,Foul,"=""1-1""","=""1-2""",2026-06-30T01:30:35.019Z
275,9,top,home,77,Louis Varland,away,Mark Vientos,B,Ball,"=""1-2""","=""2-2""",2026-06-30T01:31:16.813Z
276,9,top,home,77,Louis Varland,away,Mark Vientos,SW,Swinging Strike,"=""2-2""","=""2-3""",2026-06-30T01:31:22.530Z
277,9,top,home,77,Louis Varland,away,Ronny Mauricio,C,Called Strike,"=""0-0""","=""0-1""",2026-06-30T01:32:09.550Z
278,9,top,home,77,Louis Varland,away,Ronny Mauricio,SW,Swinging Strike,"=""0-1""","=""0-2""",2026-06-30T01:32:22.035Z
279,9,top,home,77,Louis Varland,away,Ronny Mauricio,SW,Swinging Strike,"=""0-2""","=""0-3""",2026-06-30T01:32:46.199Z
